127.0.0.1 - - [25/Jan/2023:19:00:46 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:23:20 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 5603
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:23:20 +0530] "GET /TechBlog/pics/default.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:23:20 +0530] "GET /TechBlog/img/%20default.png HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:23:43 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 5603
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:23:43 +0530] "GET /TechBlog/pics/default.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:23:43 +0530] "GET /TechBlog/img/%20default.png HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:24:07 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 5602
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:24:07 +0530] "GET /TechBlog/pics/default.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:24:58 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 5476
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:39:19 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 9471
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:40:48 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 7489
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:40:49 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 7489
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:43:24 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 7271
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:44:22 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 7312
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:44:30 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 7312
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:48:33 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 6031
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:55:12 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 6117
0:0:0:0:0:0:0:1 - - [25/Jan/2023:23:55:13 +0530] "GET /TechBlog/profile.jsp HTTP/1.1" 200 6117
